SubscriptionID,CustomerID,PlanID,BillingCycle,Status,DiscountPercent,StartDate,RenewalDate,CancelDate,AutoRenew,PlanName,MonthlyPrice,AnnualContractValue
S006737,C001292,7,Monthly,Paused,15.0,2024-04-11 10:35:28,2024-05-11 10:35:28,,Yes,Startup,39,397.8
S006738,C006867,8,Monthly,Paused,20.0,2021-04-09 16:13:01,2021-05-09 16:13:01,,Yes,Growth,79,758.4
S006739,C000739,6,Monthly,Active,5.0,2021-09-17 08:43:41,2021-10-17 08:43:41,,Yes,Enterprise Plus,999,11388.6
S006740,C004534,3,Monthly,Active,10.0,2018-12-01 22:56:50,2018-12-31 22:56:50,,Yes,Professional,129,1393.2
S006741,C006161,9,Quarterly,Cancelled,0.0,2024-07-29 02:49:36,2024-10-27 02:49:36,2025-04-12 02:49:36,Yes,Scale,179,2148.0
S006742,C003697,2,Monthly,Paused,5.0,2024-07-06 21:36:43,2024-08-05 21:36:43,,Yes,Basic,59,672.6
S006743,C004632,9,Monthly,Trial,0.0,2019-07-07 17:21:47,2019-08-06 17:21:47,,Yes,Scale,179,2148.0
S006744,C006268,8,Monthly,Active,0.0,2019-12-01 01:22:47,2019-12-31 01:22:47,,Yes,Growth,79,948.0
S006745,C006118,5,Monthly,Paused,10.0,2025-10-31 21:33:34,2025-11-30 21:33:34,,No,Enterprise,29,5389.2
S006746,C004053,4,Monthly,Cancelled,10.0,2018-05-28 20:52:36,2018-06-27 20:52:36,2020-06-12 20:52:36,Yes,Business,249,2689.2
S006747,C008015,2,Monthly,Active,10.0,2023-06-01 23:49:16,2023-07-01 23:49:16,,Yes,Basic,59,637.2
S006748,C007608,5,Yearly,Active,0.0,2023-12-17 18:02:00,2024-12-16 18:02:00,,Yes,Enterprise,499,5988.0
S006749,C003436,1,Monthly,Active,5.0,2021-11-16 08:09:31,2021-12-16 08:09:31,,No,Starter,29,330.6
S006750,C003059,2,Yearly,Active,0.0,2021-04-06 04:30:22,2022-04-06 04:30:22,,Yes,Basic,59,708.0
S006751,C004141,7,Quarterly,Active,5.0,2018-08-05 09:39:30,2018-11-03 09:39:30,,Yes,Startup,39,444.6
S006752,C008735,2,Monthly,Active,10.0,2022-09-02 23:11:35,2022-10-02 23:11:35,,Yes,Basic,59,637.2
S006753,C000257,1,Yearly,Cancelled,0.0,2023-08-05 21:37:50,2024-08-04 21:37:50,2025-02-05 21:37:50,Yes,Starter,29,348.0
S006754,C003826,5,Monthly,Active,10.0,2018-06-20 12:03:13,2018-07-20 12:03:13,,Yes,Enterprise,499,5389.2
S006755,C003650,5,Monthly,Active,5.0,2020-02-04 03:38:52,2020-03-05 03:38:52,,No,Enterprise,499,5688.6
S006756,C003266,1,Monthly,Active,10.0,2023-03-27 11:49:35,2023-04-26 11:49:35,,No,Starter,29,313.2
S006757,C003016,9,Monthly,Active,15.0,2021-02-10 03:30:52,2021-03-12 03:30:52,,Yes,Scale,179,1825.8
S006758,C008560,1,Yearly,Trial,0.0,2022-12-22 05:32:13,2023-12-22 05:32:13,,Yes,Starter,29,348.0
S006759,C004771,5,Monthly,Active,10.0,2021-04-09 00:28:50,2021-05-09 00:28:50,,Yes,Enterprise,499,5389.2
S006760,C001962,2,Monthly,Active,20.0,2019-05-13 15:38:43,2019-06-12 15:38:43,,Yes,Basic,59,566.4
S006761,C006566,9,Monthly,Active,0.0,2020-10-24 00:21:12,2020-11-23 00:21:12,,Yes,Scale,179,2148.0
S006762,C006021,3,Monthly,Active,10.0,2023-08-16 04:47:09,2023-09-15 04:47:09,,Yes,Professional,129,1393.2
S006763,C004038,4,Monthly,Active,0.0,2018-04-18 14:23:58,2018-05-18 14:23:58,,Yes,Business,249,2988.0
S006764,C006499,1,Monthly,Active,0.0,2022-07-06 03:12:09,2022-08-05 03:12:09,,Yes,Starter,29,348.0
S006765,C009693,6,Monthly,Active,10.0,2021-04-03 23:54:22,2021-05-03 23:54:22,,Yes,Enterprise Plus,999,10789.2
S006766,C008443,5,Monthly,Active,0.0,2022-12-02 15:11:46,2023-01-01 15:11:46,2023-03-12 15:11:46,No,Enterprise,499,5988.0
S006767,C005372,2,Monthly,Active,10.0,2023-07-02 18:58:29,2023-08-01 18:58:29,,Yes,Basic,59,637.2
S006768,C009630,3,Monthly,Active,0.0,2021-11-28 16:56:55,2021-12-28 16:56:55,,No,Professional,129,1548.0
S006769,C004665,6,Monthly,Trial,0.0,2024-11-25 04:51:45,2024-12-25 04:51:45,,Yes,Enterprise Plus,999,11988.0
S006770,C007508,1,Monthly,Active,10.0,2021-12-24 11:21:11,2022-01-23 11:21:11,,Yes,Starter,29,313.2
S006771,C004263,2,Monthly,Active,5.0,2023-09-26 15:58:34,2023-10-26 15:58:34,,Yes,Basic,59,672.6
S006772,C006695,1,Monthly,Active,5.0,2019-02-23 06:56:47,2019-03-25 06:56:47,,Yes,Starter,29,330.6
S006773,C005066,3,Yearly,Active,5.0,2021-11-02 00:11:27,2022-11-02 00:11:27,,Yes,Professional,129,1470.6
S006774,C009102,4,Quarterly,Active,0.0,2021-09-24 23:53:54,2021-12-23 23:53:54,,Yes,Business,249,2988.0
S006775,C002864,2,Monthly,Active,0.0,2022-12-24 01:44:54,2023-01-23 01:44:54,,Yes,Basic,59,708.0
S006776,C002011,3,Monthly,Cancelled,0.0,2021-12-27 01:36:19,2022-01-26 01:36:19,2023-08-22 01:36:19,Yes,Professional,129,1548.0
S006777,C009660,8,Monthly,Active,5.0,2019-02-10 07:13:27,2019-03-12 07:13:27,,Yes,Growth,79,900.6
S006778,C006492,1,Monthly,Active,10.0,2018-07-16 08:56:37,2018-08-15 08:56:37,,Yes,Starter,29,313.2
S006779,C005810,2,Monthly,Paused,0.0,2025-10-27 21:12:52,2025-11-26 21:12:52,,Yes,Basic,59,708.0
S006780,C004135,4,Yearly,Active,10.0,2025-01-24 06:43:59,2026-01-24 06:43:59,,No,Business,249,2689.2
S006781,C001427,4,Monthly,Active,15.0,2023-10-11 20:53:04,2023-11-10 20:53:04,,Yes,Business,249,2539.8
S006782,C007150,1,Monthly,Active,20.0,2023-07-16 11:25:07,2023-08-15 11:25:07,,Yes,Starter,29,278.4
S006783,C003529,4,Monthly,Cancelled,0.0,2024-02-28 12:11:14,2024-03-29 12:11:14,2024-10-11 12:11:14,Yes,Business,249,2988.0
S006784,C009622,4,Monthly,Active,5.0,2018-10-12 16:51:51,2018-11-11 16:51:51,,Yes,Business,249,2838.6
S006785,C006153,3,Monthly,Active,0.0,2025-08-08 06:09:00,2025-09-07 06:09:00,,Yes,Professional,129,1548.0
S006786,C006499,2,Monthly,Active,15.0,2025-05-30 01:27:56,2025-06-29 01:27:56,,Yes,Basic,59,601.8
S006787,C009606,8,Quarterly,Active,0.0,2023-07-13 19:53:26,2023-10-11 19:53:26,,Yes,Growth,79,948.0
S006788,C001521,8,Monthly,Active,10.0,2019-09-19 14:34:26,2019-10-19 14:34:26,,Yes,Growth,79,853.2
S006789,C001937,2,Monthly,Cancelled,15.0,2023-03-17 12:07:13,2023-04-16 12:07:13,2025-02-22 12:07:13,Yes,Basic,59,601.8
S006790,C004597,7,Yearly,Paused,0.0,2023-06-25 07:03:34,2024-06-24 07:03:34,,No,Startup,39,468.0
S006791,C005121,1,Monthly,Active,10.0,2020-05-09 02:41:16,2020-06-08 02:41:16,,Yes,Starter,29,313.2
S006792,C009583,3,Monthly,Active,0.0,2018-05-21 11:38:00,2018-06-20 11:38:00,,No,Professional,129,1548.0
S006793,C006742,2,Monthly,Active,5.0,2025-10-31 00:53:20,2025-11-30 00:53:20,,Yes,Basic,59,672.6
S006794,C003458,4,Monthly,Active,10.0,2021-05-24 16:56:54,2021-06-23 16:56:54,,No,Business,249,2689.2
S006795,C003669,11,Quarterly,Active,15.0,2018-10-09 15:57:28,2019-01-07 15:57:28,,Yes,Ultimate,1499,15289.8
S006796,C009351,2,Yearly,Trial,5.0,2024-05-23 13:35:10,2025-05-23 13:35:10,,Yes,Basic,59,672.6
S006797,C002965,5,Monthly,Cancelled,5.0,2020-04-23 12:20:10,2020-05-23 12:20:10,2021-07-19 12:20:10,Yes,Enterprise,499,5688.6
S006798,C004680,4,Yearly,Active,0.0,2018-12-04 03:54:14,2019-12-04 03:54:14,,No,Business,249,2988.0
S006799,C006961,9,Monthly,Active,0.0,2021-11-20 02:22:15,2021-12-20 02:22:15,,No,Scale,179,2148.0
S006800,C003759,5,Yearly,Active,0.0,2020-10-20 10:00:40,2021-10-20 10:00:40,,Yes,Enterprise,499,5988.0
S006801,C002715,3,Quarterly,Active,0.0,2019-06-05 15:54:54,2019-09-03 15:54:54,,Yes,Professional,129,1548.0
S006802,C008596,2,Yearly,Active,0.0,2022-10-29 12:04:46,2023-10-29 12:04:46,,Yes,Basic,59,708.0
S006803,C001525,1,Monthly,Cancelled,10.0,2024-09-21 08:10:22,2024-10-21 08:10:22,2026-01-17 08:10:22,Yes,Starter,29,313.2
S006804,C004736,4,Quarterly,Trial,20.0,2020-12-21 01:05:05,2021-03-21 01:05:05,,Yes,Business,249,2390.4
S006805,C002858,4,Monthly,Active,0.0,2021-03-08 00:12:25,2021-04-07 00:12:25,,Yes,Business,249,2988.0
S006806,C006057,8,Monthly,Active,0.0,2024-07-30 14:07:47,2024-08-29 14:07:47,,Yes,Growth,79,948.0
S006807,C000886,3,Monthly,Active,5.0,2021-01-13 20:16:58,2021-02-12 20:16:58,,Yes,Professional,129,1470.6
S006808,C005318,2,Monthly,Active,10.0,2025-05-13 10:24:58,2025-06-12 10:24:58,,No,Basic,59,637.2
S006809,C005074,2,Monthly,Active,0.0,2022-07-08 11:09:15,2022-08-07 11:09:15,,Yes,Basic,59,708.0
S006810,C005485,1,Yearly,Active,0.0,2019-09-27 09:45:23,2020-09-26 09:45:23,,Yes,Starter,29,348.0
S006811,C008653,7,Monthly,Active,0.0,2018-03-05 05:27:34,2018-04-04 05:27:34,,Yes,Startup,39,468.0
S006812,C000902,2,Monthly,Active,0.0,2022-09-10 21:38:26,2022-10-10 21:38:26,,No,Basic,59,708.0
S006813,C004673,1,Monthly,Active,0.0,2025-10-10 13:31:43,2025-11-09 13:31:43,,Yes,Starter,29,348.0
S006814,C000626,1,Monthly,Paused,0.0,2022-11-21 00:13:20,2022-12-21 00:13:20,,Yes,Starter,29,348.0
S006815,C001049,2,Monthly,Active,0.0,2024-04-15 19:20:15,2024-05-15 19:20:15,,Yes,Basic,59,708.0
S006816,C002715,1,Yearly,Active,0.0,2022-03-19 10:20:39,2023-03-19 10:20:39,,Yes,Starter,29,348.0
S006817,C007347,1,Monthly,Active,0.0,2020-03-21 15:57:50,2020-04-20 15:57:50,,Yes,Starter,29,348.0
S006818,C007681,1,Monthly,Active,0.0,2019-05-22 01:48:05,2019-06-21 01:48:05,,Yes,Starter,29,348.0
S006819,C008587,6,Monthly,Cancelled,0.0,2020-08-11 19:42:50,2020-09-10 19:42:50,2021-05-23 19:42:50,Yes,Enterprise Plus,999,11988.0
S006820,C000673,3,Monthly,Active,5.0,2019-07-12 18:36:17,2019-08-11 18:36:17,,Yes,Professional,129,1470.6
S006821,C003402,9,Yearly,Active,0.0,2025-05-01 15:27:56,2026-05-01 15:27:56,,Yes,Scale,179,2148.0
S006822,C000110,4,Monthly,Active,30.0,2021-07-20 04:44:12,2021-08-19 04:44:12,,No,Business,249,2091.6
S006823,C004919,2,Yearly,Active,10.0,2024-12-09 03:43:33,2025-12-09 03:43:33,,Yes,Basic,59,637.2
S006824,C008923,8,Yearly,Active,0.0,2025-10-07 08:36:59,2026-10-07 08:36:59,,Yes,Growth,79,948.0
S006825,C001407,2,Monthly,Active,0.0,2021-11-30 06:25:46,2021-12-30 06:25:46,,Yes,Basic,59,708.0
S006826,C000607,5,Monthly,Paused,5.0,2020-11-27 11:11:41,2020-12-27 11:11:41,,Yes,Enterprise,499,5688.6
S006827,C005080,5,Monthly,Active,0.0,2020-09-19 12:30:19,2020-10-19 12:30:19,,Yes,Enterprise,499,5988.0
S006828,C001959,4,Monthly,Cancelled,10.0,2020-02-21 12:06:22,2020-03-22 12:06:22,2022-03-14 12:06:22,Yes,Business,249,2689.2
S006829,C003824,3,Monthly,Paused,10.0,2020-05-04 04:06:26,2020-06-03 04:06:26,,Yes,Professional,129,1393.2
S006830,C007938,2,Quarterly,Active,20.0,2020-12-05 14:45:50,2021-03-05 14:45:50,,Yes,Basic,59,566.4
S006831,C003382,2,Monthly,Active,0.0,2018-02-05 02:22:50,2018-03-07 02:22:50,,No,Basic,59,708.0
S006832,C009384,7,Monthly,Active,15.0,2022-08-23 05:32:38,2022-09-22 05:32:38,,Yes,Startup,39,397.8
S006833,C007045,2,Monthly,Active,0.0,2019-04-14 22:29:36,2019-05-14 22:29:36,,Yes,Basic,59,708.0
S006834,C001987,3,Yearly,Active,0.0,2021-03-21 09:21:13,2022-03-21 09:21:13,,Yes,Professional,129,1548.0
S006835,C002117,5,Monthly,Active,5.0,2022-10-13 13:24:25,2022-11-12 13:24:25,,No,Enterprise,499,5688.6
S006836,C002397,2,Yearly,Active,5.0,2018-12-09 16:10:14,2019-12-09 16:10:14,,Yes,Basic,59,672.6
S006837,C001997,5,Quarterly,Cancelled,15.0,2022-11-04 10:33:50,2023-02-02 10:33:50,2024-08-18 10:33:50,Yes,Enterprise,499,5089.8
S006838,C000462,5,Yearly,Active,0.0,2021-11-09 01:02:00,2022-11-09 01:02:00,,Yes,Enterprise,499,5988.0
S006839,C006961,1,Monthly,Active,10.0,2025-04-26 00:52:03,2025-05-26 00:52:03,,Yes,Starter,29,313.2
S006840,C001476,1,Monthly,Active,0.0,2019-06-02 01:26:23,2019-07-02 01:26:23,,No,Starter,29,348.0
S006841,C001862,1,Monthly,Active,5.0,2023-10-14 16:00:49,2023-11-13 16:00:49,,Yes,Starter,29,330.6
S006842,C001074,2,Monthly,Active,0.0,2023-12-26 04:01:25,2024-01-25 04:01:25,,Yes,Basic,59,708.0
S006843,C005242,8,Yearly,Active,0.0,2020-09-09 10:30:53,2021-09-09 10:30:53,,Yes,Growth,79,948.0
S006844,C006081,11,Yearly,Trial,0.0,2020-06-25 06:05:44,2021-06-25 06:05:44,,No,Ultimate,1499,17988.0
S006845,C002790,1,Yearly,Active,15.0,2024-01-20 11:25:07,2025-01-19 11:25:07,,Yes,Starter,29,295.8
S006846,C006439,1,Quarterly,Active,0.0,2024-01-28 07:55:40,2024-04-27 07:55:40,,Yes,Starter,29,348.0
S006847,C008015,2,Monthly,Active,0.0,2024-05-05 06:29:50,2024-06-04 06:29:50,,Yes,Basic,59,708.0
S006848,C007273,1,Yearly,Cancelled,15.0,2024-08-23 23:06:36,2025-08-23 23:06:36,2026-06-25 23:06:36,No,Starter,29,295.8
S006849,C000207,4,Yearly,Active,15.0,2022-09-13 11:45:14,2023-09-13 11:45:14,,Yes,Business,249,2539.8
S006850,C005352,1,Monthly,Cancelled,0.0,2018-05-14 10:31:51,2018-06-13 10:31:51,2018-08-13 10:31:51,No,Starter,29,348.0
S006851,C008532,3,Yearly,Cancelled,0.0,2025-07-11 12:41:59,2026-07-11 12:41:59,2025-11-14 12:41:59,Yes,Professional,129,1548.0
S006852,C004742,3,Monthly,Active,10.0,2024-11-01 07:19:09,2024-12-01 07:19:09,,Yes,Professional,129,1393.2
S006853,C003438,7,Yearly,Active,0.0,2019-11-25 03:37:22,2020-11-24 03:37:22,,Yes,Startup,39,468.0
S006854,C001630,4,Monthly,Active,15.0,2025-06-27 06:54:41,2025-07-27 06:54:41,,Yes,Business,249,2539.8
S006855,C007035,2,Yearly,Active,0.0,2022-05-24 10:46:24,2023-05-24 10:46:24,,Yes,Basic,59,708.0
S006856,C008441,7,Monthly,Active,5.0,2021-10-17 12:02:28,2021-11-16 12:02:28,,Yes,Startup,39,444.6
S006857,C000885,3,Yearly,Active,20.0,2022-04-04 13:53:38,2023-04-04 13:53:38,,Yes,Professional,129,1238.4
S006858,C008680,3,Quarterly,Active,5.0,2020-05-04 11:14:18,2020-08-02 11:14:18,,No,Professional,129,1470.6
S006859,C000635,1,Yearly,Active,5.0,2022-09-22 06:22:48,2023-09-22 06:22:48,,Yes,Starter,29,330.6
S006860,C004565,2,Yearly,Active,15.0,2023-02-07 08:19:01,2024-02-07 08:19:01,,Yes,Basic,59,601.8
S006861,C003003,2,Monthly,Active,0.0,2018-07-01 20:53:11,2018-07-31 20:53:11,,Yes,Basic,59,708.0
S006862,C004859,6,Monthly,Cancelled,0.0,2024-03-26 11:27:37,2024-04-25 11:27:37,2025-07-28 11:27:37,Yes,Enterprise Plus,999,11988.0
S006863,C008959,6,Yearly,Trial,0.0,2022-10-04 06:05:55,2023-10-04 06:05:55,,Yes,Enterprise Plus,999,11988.0
S006864,C000906,7,Yearly,Active,0.0,2018-11-29 19:06:38,2019-11-29 19:06:38,,Yes,Startup,39,468.0
S006865,C006755,4,Yearly,Cancelled,0.0,2018-11-05 04:52:54,2019-11-05 04:52:54,2020-02-18 04:52:54,Yes,Business,249,2988.0
S006866,C000013,2,Yearly,Active,0.0,2020-04-14 03:07:48,2021-04-14 03:07:48,,Yes,Basic,59,708.0
S006867,C002535,8,Yearly,Trial,,2025-04-20 08:21:37,2026-04-20 08:21:37,,No,Growth,79,948.0
S006868,C000619,1,Monthly,Trial,5.0,2024-05-21 15:12:25,2024-06-20 15:12:25,,Yes,Starter,29,330.6
S006869,C003537,8,Monthly,Active,5.0,2021-07-07 14:32:58,2021-08-06 14:32:58,,Yes,Growth,79,900.6
S006870,C000364,1,Monthly,Active,0.0,2023-08-30 11:38:59,2023-09-29 11:38:59,,Yes,Starter,29,348.0
S006871,C000228,7,Yearly,Active,0.0,2025-07-30 19:58:37,2026-07-30 19:58:37,,Yes,Startup,39,468.0
S006872,C007302,1,Monthly,Active,0.0,2024-12-27 12:48:41,2025-01-26 12:48:41,,No,Starter,29,348.0
S006873,C006662,3,Monthly,Active,0.0,2025-01-01 14:37:50,2025-01-31 14:37:50,,Yes,Professional,129,1548.0
S006874,C003024,8,Quarterly,Active,10.0,2020-07-10 16:34:06,2020-10-08 16:34:06,,Yes,Growth,79,853.2
S006875,C003394,2,Monthly,Active,5.0,2021-11-08 00:48:35,2021-12-08 00:48:35,,Yes,Basic,59,672.6
S006876,C001929,4,Monthly,Active,25.0,2025-01-16 01:42:31,2025-02-15 01:42:31,,Yes,Business,249,2241.0
S006877,C004321,1,Monthly,Active,5.0,2025-02-25 05:30:23,2025-03-27 05:30:23,,Yes,Starter,29,330.6
S006878,C000898,2,Monthly,Cancelled,0.0,2020-03-13 13:35:07,2020-04-12 13:35:07,2020-09-24 13:35:07,Yes,Basic,59,708.0
S006879,C009152,1,Monthly,Active,0.0,2019-10-18 02:48:54,2019-11-17 02:48:54,,Yes,Starter,29,348.0
S006880,C007739,3,Monthly,Cancelled,0.0,2023-04-20 07:55:37,2023-05-20 07:55:37,2025-04-27 07:55:37,No,Professional,129,1548.0
S006881,C008525,2,Monthly,Cancelled,15.0,2020-08-05 17:16:24,2020-09-04 17:16:24,2021-11-16 17:16:24,No,Basic,59,601.8
S006882,C003766,4,Yearly,Active,0.0,2020-07-15 00:14:27,2021-07-15 00:14:27,,Yes,Business,249,2988.0
S006883,C007761,4,Monthly,Cancelled,10.0,2018-11-13 04:20:45,2018-12-13 04:20:45,2020-09-10 04:20:45,Yes,Business,249,2689.2
S006884,C004896,4,Monthly,Active,0.0,2022-06-06 04:59:50,2022-07-06 04:59:50,,Yes,Business,249,2988.0
S006885,C000885,2,Quarterly,Active,15.0,2020-06-21 15:49:15,2020-09-19 15:49:15,,Yes,Basic,59,601.8
S006886,C006548,3,Monthly,Active,0.0,2023-02-04 21:46:56,2023-03-06 21:46:56,,Yes,Professional,129,1548.0
S006887,C001923,1,Monthly,Active,0.0,2020-01-10 05:30:35,2020-02-09 05:30:35,,Yes,Starter,29,348.0
S006888,C007822,2,Monthly,Active,0.0,2024-12-13 12:26:34,2025-01-12 12:26:34,,Yes,Basic,59,708.0
S006889,C003536,7,Yearly,Active,15.0,2021-11-24 01:01:07,2022-11-24 01:01:07,,Yes,Startup,39,397.8
S006890,C007889,2,Monthly,Cancelled,25.0,2025-01-15 22:39:06,2025-02-14 22:39:06,2027-02-09 22:39:06,Yes,Basic,59,531.0
S006891,C003662,7,Yearly,Active,0.0,2019-06-11 08:55:59,2020-06-10 08:55:59,,Yes,Startup,39,468.0
S006892,C004457,3,Monthly,Active,0.0,2020-03-20 17:38:33,2020-04-19 17:38:33,,Yes,Professional,129,1548.0
S006893,C007620,3,Yearly,Cancelled,0.0,2020-04-10 05:02:31,2021-04-10 05:02:31,2021-07-10 05:02:31,Yes,Professional,129,1548.0
S006894,C008547,1,Monthly,Cancelled,10.0,2021-01-22 03:12:46,2021-02-21 03:12:46,2021-12-22 03:12:46,Yes,Starter,29,313.2
S006895,C008363,6,Yearly,Paused,0.0,2020-05-30 10:09:04,2021-05-30 10:09:04,,Yes,Enterprise Plus,999,11988.0
S006896,C005288,3,Quarterly,Active,0.0,2020-04-07 13:11:39,2020-07-06 13:11:39,,Yes,Professional,129,1548.0
S006897,C003288,5,Monthly,Active,0.0,2019-08-02 15:34:30,2019-09-01 15:34:30,,Yes,Enterprise,499,5988.0
S006898,C002758,3,Monthly,Active,10.0,2019-10-03 05:04:50,2019-11-02 05:04:50,,No,Professional,129,1393.2
S006899,C006864,3,Quarterly,Active,0.0,2023-08-09 12:31:19,2023-11-07 12:31:19,,No,Professional,129,1548.0
S006900,C001027,4,Monthly,Active,20.0,2021-05-25 13:43:25,2021-06-24 13:43:25,,Yes,Business,249,2390.4
S006901,C003718,3,Monthly,Active,10.0,2019-09-19 09:03:16,2019-10-19 09:03:16,,Yes,Professional,129,1393.2
S006902,C008572,3,Quarterly,Cancelled,30.0,2025-02-10 23:12:16,2025-05-11 23:12:16,2026-09-13 23:12:16,No,Professional,129,1083.6
S006903,C008909,2,Monthly,Active,0.0,2025-08-02 14:30:40,2025-09-01 14:30:40,,No,Basic,59,708.0
S006904,C002946,3,Monthly,Active,10.0,2025-03-15 03:28:46,2025-04-14 03:28:46,,Yes,Professional,129,1393.2
S006905,C002492,1,Monthly,Active,10.0,2021-11-07 23:47:43,2021-12-07 23:47:43,,Yes,Starter,29,313.2
S006906,C007942,2,Monthly,Active,5.0,2021-08-09 19:57:10,2021-09-08 19:57:10,,Yes,Basic,59,672.6
S006907,C009680,1,Yearly,Active,0.0,2019-03-13 20:26:22,2020-03-12 20:26:22,,Yes,Starter,29,348.0
S006908,C007849,1,Yearly,Cancelled,5.0,2019-07-17 21:11:56,2020-07-16 21:11:56,2020-03-26 21:11:56,Yes,Starter,29,330.6
S006909,C000634,2,Monthly,Active,0.0,2025-12-24 15:10:45,2026-01-23 15:10:45,,Yes,Basic,59,708.0
S006910,C000940,1,Monthly,Active,0.0,2021-01-04 03:03:38,2021-02-03 03:03:38,,Yes,Starter,29,348.0
S006911,C002091,4,Monthly,Active,15.0,2020-07-18 22:19:42,2020-08-17 22:19:42,,Yes,Business,249,2539.8
S006912,C009689,1,Monthly,Active,5.0,2025-04-11 07:36:21,2025-05-11 07:36:21,,Yes,Starter,29,330.6
S006913,C006033,9,Monthly,Active,0.0,2024-09-13 23:28:33,2024-10-13 23:28:33,,Yes,Scale,179,2148.0
S006914,C004203,3,Monthly,Active,0.0,2018-04-14 09:30:44,2018-05-14 09:30:44,,Yes,Professional,129,1548.0
S006915,C001650,2,Monthly,Trial,0.0,2018-04-16 03:13:08,2018-05-16 03:13:08,,Yes,Basic,59,708.0
S006916,C007352,1,Monthly,Active,0.0,2020-12-26 13:52:06,2021-01-25 13:52:06,,Yes,Starter,29,348.0
S006917,C001446,8,Monthly,Active,30.0,2019-12-13 11:19:46,2020-01-12 11:19:46,,Yes,Growth,79,663.6
S006918,C006759,4,Monthly,Paused,5.0,2018-06-27 15:52:07,2018-05-28 15:52:07,,No,Business,249,2838.6
S006919,C002558,1,Monthly,Trial,0.0,2025-03-07 17:28:28,2025-04-06 17:28:28,,No,Starter,29,348.0
S006920,C005906,9,Yearly,Active,0.0,2019-11-22 09:24:10,2020-11-21 09:24:10,,Yes,Scale,179,2148.0
S006921,C005085,6,Monthly,Trial,0.0,2018-11-09 19:32:37,2018-12-09 19:32:37,,No,Enterprise Plus,999,11988.0
S006922,C002304,1,Monthly,Active,0.0,2023-01-28 18:05:51,2023-02-27 18:05:51,,Yes,Starter,29,348.0
S006923,C009469,10,Monthly,Active,15.0,2023-04-28 01:08:38,2023-05-28 01:08:38,,Yes,Corporate,349,3559.8
S006924,C000913,8,Monthly,Active,20.0,2018-09-01 12:46:52,2018-10-01 12:46:52,,Yes,Growth,79,758.4
S006925,C003085,1,Monthly,Trial,15.0,2021-06-09 17:36:11,2021-07-09 17:36:11,,No,Starter,29,295.8
S006926,C009369,2,Quarterly,Active,0.0,2023-09-07 14:31:08,2023-12-06 14:31:08,,No,Basic,59,708.0
S006927,C009189,2,Monthly,Active,0.0,2024-01-06 09:32:04,2024-02-05 09:32:04,,Yes,Basic,59,708.0
S006928,C007219,2,Monthly,Active,25.0,2024-09-22 21:52:10,2024-10-22 21:52:10,,Yes,Basic,59,531.0
S006929,C006541,2,Monthly,Active,10.0,2021-04-24 14:27:50,2021-05-24 14:27:50,,Yes,Basic,59,637.2
S006930,C002951,1,Monthly,Cancelled,20.0,2024-09-21 00:28:05,2024-10-21 00:28:05,2026-08-26 00:28:05,Yes,Starter,29,278.4
S006931,C004930,4,Monthly,Active,5.0,2025-12-22 01:32:01,2026-01-21 01:32:01,,Yes,Business,249,2838.6
S006932,C004550,2,Monthly,Active,0.0,2023-06-04 08:29:27,2023-07-04 08:29:27,,Yes,Basic,59,708.0
S006933,C006384,1,Monthly,Active,0.0,2023-12-02 08:56:27,2024-01-01 08:56:27,,Yes,Starter,29,348.0
S006934,C004086,4,Yearly,Active,5.0,2019-05-06 09:22:59,2020-05-05 09:22:59,,Yes,Business,249,2838.6
S006935,C005024,4,Quarterly,Trial,15.0,2018-03-05 07:26:12,2018-06-03 07:26:12,,No,Business,249,2539.8
S006936,C004681,3,Monthly,Active,0.0,2025-03-20 14:33:01,2025-04-19 14:33:01,,Yes,Professional,129,1548.0
S006937,C009808,3,Yearly,Active,25.0,2018-12-23 02:32:04,2019-12-23 02:32:04,,Yes,Professional,129,1161.0
S006938,C006971,1,Monthly,Active,5.0,2022-10-26 00:26:42,2022-11-25 00:26:42,,No,Starter,29,330.6
S006939,C003820,4,Quarterly,Active,20.0,2019-03-13 23:40:38,2019-06-11 23:40:38,,Yes,Business,249,2390.4
S006940,C004058,1,Monthly,Active,,2022-12-15 18:11:51,2023-01-14 18:11:51,,Yes,Starter,29,348.0
S006941,C008301,5,Monthly,Active,0.0,2023-04-01 16:49:21,2023-05-01 16:49:21,,Yes,Enterprise,499,5988.0
S006942,C006718,1,Yearly,Active,0.0,2022-12-03 15:49:24,2023-12-03 15:49:24,,Yes,Starter,29,348.0
S006943,C005039,3,Quarterly,Active,0.0,2023-02-28 19:51:38,2023-05-29 19:51:38,,No,Professional,129,1548.0
S006944,C003141,1,Monthly,Active,15.0,2022-06-23 04:04:36,2022-07-23 04:04:36,,Yes,Starter,29,295.8
S006945,C001513,7,Monthly,Paused,0.0,2025-08-18 13:36:09,2025-09-17 13:36:09,,Yes,Startup,39,468.0
S006946,C004210,2,Quarterly,Active,0.0,2020-01-18 23:00:05,2020-04-17 23:00:05,,Yes,Basic,59,708.0
S006947,C009143,6,Quarterly,Active,15.0,2021-04-27 20:46:35,2021-07-26 20:46:35,,Yes,Enterprise Plus,999,10189.8
S006948,C000136,2,Quarterly,Active,5.0,2018-07-07 02:33:39,2018-10-05 02:33:39,,Yes,Basic,59,672.6
