RefundID,PaymentID,InvoiceID,CustomerID,RefundDate,RefundAmount,Reason,Status
R0009008,P0107756,I0119986,C002925,2023-03-01 07:19:38,8.39,Customer Request,Processed
R0009009,P0230995,I0257171,C005584,2022-11-18 20:56:20,21.92,Customer Request,Processed
R0009010,P0262925,I0292776,C004030,2021-05-14 17:04:58,33.35,Customer Request,Processed
R0009011,P0083618,I0093042,C000768,2023-01-22 19:45:37,261.45,Fraud,Processed
R0009012,P0327786,I0364605,C001276,2024-05-23 17:39:14,58.2,Billing Error,Processed
R0009013,P0295717,I0329067,C000964,2021-11-25 19:00:09,33.14,Customer Request,Processed
R0009014,P0024037,I0026756,C005756,2024-12-10 09:52:43,9.89,Subscription Cancellation,Processed
R0009015,P0292237,I0325193,C004473,2021-02-20 13:58:04,72.36,Duplicate Payment,Processed
R0009016,P0407447,I0453263,C002331,2026-02-07 17:57:07,30.02,Subscription Cancellation,Processed
R0009017,P0163750,I0182320,C003721,2023-08-22 07:37:56,58.3,Customer Request,Processed
R0009018,P0331873,I0369156,C009353,2026-01-29 02:56:45,166.3,Duplicate Payment,Processed
R0009019,P0204649,I0227801,C007335,2025-01-09 12:04:30,50.59,Duplicate Payment,Processed
R0009020,P0084261,I0093759,C005226,2024-11-05 22:06:57,39.0,Service Outage,Processed
R0009021,P0282729,I0314714,C000871,2025-02-24 22:37:31,40.66,Fraud,Processed
R0009022,P0335515,I0373176,C001906,2023-12-04 10:17:56,1337.86,Service Outage,Processed
R0009023,P0224910,I0250347,C004258,2024-10-02 05:34:54,49.67,Customer Request,Processed
R0009024,P0260867,I0290478,C007188,2025-11-10 02:04:57,82.55,Subscription Cancellation,Processed
R0009025,P0217462,I0242064,C004707,2024-07-09 11:32:15,573.85,Billing Error,Processed
R0009026,P0288405,I0320987,C006573,2021-11-30 14:50:59,96.28,Subscription Cancellation,Processed
R0009027,P0324174,I0360600,C003594,2024-11-09 01:59:45,25.52,Duplicate Payment,Processed
R0009028,P0242058,I0269486,C003934,2023-11-10 18:12:28,69.62,Fraud,Processed
R0009029,P0282825,I0314823,C005633,2023-11-19 00:05:24,35.13,Subscription Cancellation,Processed
R0009030,P0312592,I0347823,C009452,2023-12-28 16:29:55,33.35,Billing Error,Processed
R0009031,P0044856,I0049890,C006166,2024-06-16 13:29:17,121.9,Service Outage,Processed
R0009032,P0425159,I0472909,C008207,2023-11-24 04:34:48,79.19,Fraud,Processed
R0009033,P0219528,I0244337,C005185,2019-01-29 07:39:10,1078.92,Fraud,Processed
R0009034,P0314784,I0350219,C009561,2025-08-03 12:15:09,293.82,Billing Error,Processed
R0009035,P0214995,I0239311,C005701,2021-01-24 20:57:31,1618.92,Customer Request,Processed
R0009036,P0396759,I0441375,C007667,2025-11-26 09:23:41,27.4,Service Outage,Processed
R0009037,P0033730,I0037530,C002878,2023-10-02 02:15:43,7.72,Subscription Cancellation,Processed
R0009038,P0076916,I0085633,C000478,2023-03-18 09:37:51,132.35,Subscription Cancellation,Processed
R0009039,P0197436,I0219743,C001962,2024-08-18 15:38:43,51.92,Fraud,Processed
R0009040,P0259258,I0288681,C006173,2020-07-21 04:23:25,24.16,Fraud,Processed
R0009041,P0004852,I0005399,C002340,2025-04-30 16:06:12,11.53,Service Outage,Processed
R0009042,P0031161,I0034704,C002645,2022-08-24 08:14:24,176.5,Customer Request,Processed
R0009043,P0204060,I0227142,C002748,2025-04-26 01:05:14,25.52,Customer Request,Processed
R0009044,P0288770,I0321396,C002620,2021-05-13 22:59:18,23.49,Fraud,Processed
R0009045,P0019099,I0021261,C001014,2024-07-27 20:07:05,133.52,Duplicate Payment,Processed
R0009046,P0315016,I0350480,C007428,2022-10-03 06:58:20,223.66,Service Outage,Processed
R0009047,P0242384,I0269852,C003452,2024-10-16 15:49:03,1043.95,Fraud,Processed
R0009048,P0376370,I0418664,C004363,2025-05-18 16:56:15,152.22,Customer Request,Processed
R0009049,P0322118,I0358388,C000300,2024-12-26 03:51:46,42.12,Fraud,Processed
R0009050,P0084007,I0093484,C001066,2022-05-21 18:34:59,242.03,Customer Request,Processed
R0009051,P0297707,I0331251,C001050,2021-02-20 03:10:13,22.45,Subscription Cancellation,Processed
R0009052,P0162839,I0181323,C008672,2025-03-21 13:28:28,30.91,Customer Request,Processed
R0009053,P0287424,I0319892,C003640,2020-07-15 13:57:05,32.51,Fraud,Processed
R0009054,P0012967,I0014446,C000221,2024-04-02 04:28:08,50.98,Fraud,Processed
R0009055,P0094337,I0105013,C007306,2025-09-23 11:07:31,141.9,Customer Request,Processed
R0009056,P0185797,I0206900,C007181,2022-01-10 23:48:22,279.13,Duplicate Payment,Processed
R0009057,P0035852,I0039885,C008316,2025-05-16 22:35:55,397.07,Customer Request,Processed
R0009058,P0059142,I0065805,C001824,2022-08-11 13:48:06,674.37,Billing Error,Processed
R0009059,P0191660,I0213322,C008073,2025-11-19 12:41:11,307.12,Fraud,Processed
R0009060,P0208938,I0232637,C005899,2020-04-07 17:49:25,240.93,Customer Request,Processed
R0009061,P0388834,I0432530,C004560,2019-07-14 14:50:14,196.9,Billing Error,Processed
R0009062,P0040069,I0044588,C003172,2024-07-31 17:20:58,118.6,Fraud,Processed
R0009063,P0031402,I0034972,C001185,2020-07-16 23:00:46,104.49,Duplicate Payment,Processed
R0009064,P0325000,I0361527,C001656,2025-10-14 20:02:37,13.8,Duplicate Payment,Processed
R0009065,P0109026,I0121449,C007413,2023-11-23 16:27:30,61.65,Customer Request,Processed
R0009066,P0307108,I0341719,C007901,2025-10-02 23:11:29,40.75,Service Outage,Processed
R0009067,P0378359,I0420855,C005389,2025-09-07 05:36:09,29.71,Fraud,Processed
R0009068,P0161973,I0180355,C009756,2025-08-09 03:41:07,250.4,Duplicate Payment,Processed
R0009069,P0159388,I0177468,C007447,2025-10-04 17:27:57,478.96,,Processed
R0009070,P0144344,I0160807,C000404,2024-11-25 11:01:11,31.32,Duplicate Payment,Processed
R0009071,P0416324,I0463076,C001871,2023-05-16 01:27:35,30.62,Duplicate Payment,Processed
R0009072,P0331186,I0368397,C005100,2020-01-09 17:30:41,4.62,Duplicate Payment,Processed
R0009073,P0062087,I0069112,C004169,2022-08-07 16:29:33,34.81,Service Outage,Processed
R0009074,P0224336,I0249696,C004683,2022-09-19 02:48:06,43.57,Fraud,Processed
R0009075,P0399088,I0443920,C005145,2025-08-21 23:34:33,141.9,Billing Error,Processed
R0009076,P0368301,I0409664,C006896,2022-08-11 12:37:10,148.35,Subscription Cancellation,Processed
R0009077,P0034227,I0038090,C001732,2024-07-11 08:59:24,364.71,Subscription Cancellation,Processed
R0009078,P0064907,I0072293,C003033,2024-11-13 01:04:21,42.12,Customer Request,Processed
R0009079,P0259086,I0288480,C001325,2025-08-16 22:59:58,487.77,Duplicate Payment,Processed
R0009080,P0069676,I0077585,C002910,2021-10-13 15:18:20,29.5,Duplicate Payment,Processed
R0009081,P0175945,I0195971,C008808,2025-05-15 10:24:56,132.35,Fraud,Processed
R0009082,P0049853,I0055509,C005865,2022-12-29 22:24:42,110.99,Duplicate Payment,Processed
R0009083,P0410681,I0456878,C002344,2025-12-17 22:19:21,38.49,Subscription Cancellation,Processed
R0009084,P0352668,I0392260,C001568,2025-10-23 07:23:09,18.26,Customer Request,Processed
R0009085,P0340658,I0378910,C000420,2026-01-09 12:15:16,30.45,Subscription Cancellation,Processed
R0009086,P0373175,I0415118,C006483,2020-03-10 17:41:58,235.06,Customer Request,Processed
R0009087,P0392004,I0436069,C003407,2023-07-12 12:53:44,12.0,Subscription Cancellation,Processed
R0009088,P0129520,I0144198,C002168,2020-12-14 02:33:18,51.92,Subscription Cancellation,Processed
R0009089,P0401274,I0446386,C005526,2021-04-06 10:49:13,286.35,Fraud,Processed
R0009090,P0175585,I0195554,C000814,2019-12-11 00:10:57,67.85,Customer Request,Processed
R0009091,P0271443,I0302169,C002513,2020-07-15 10:31:57,111.66,Fraud,Processed
R0009092,P0107872,I0120116,C004960,2025-09-02 23:19:37,110.29,Service Outage,Processed
R0009093,P0102687,I0114378,C002237,2023-11-13 11:03:08,50.98,Customer Request,Processed
R0009094,P0388648,I0432329,C006829,2020-11-20 14:30:16,38.12,Customer Request,Processed
R0009095,P0017040,I0018985,C000796,2025-03-16 16:25:30,573.85,Subscription Cancellation,Processed
R0009096,P0411391,I0457663,C003282,2023-09-29 06:20:24,67.02,Service Outage,Processed
R0009097,P0168566,I0187715,C003891,2024-10-01 19:16:40,40.01,Subscription Cancellation,Processed
R0009098,P0437497,I0486599,C004851,2026-01-07 02:06:50,35.73,Subscription Cancellation,Processed
R0009099,P0223369,I0248630,C005588,2019-11-17 10:30:14,41.02,Subscription Cancellation,Processed
R0009100,P0093728,I0104328,C003835,2024-04-30 05:57:58,61.95,Fraud,Processed
R0009101,P0109124,I0121558,C007030,2021-08-28 11:49:30,273.9,Subscription Cancellation,Processed
R0009102,P0065907,I0073435,C002847,2024-10-30 12:27:06,63.72,Fraud,Processed
R0009103,P0104799,I0116726,C002369,2018-09-25 12:38:02,83.65,Customer Request,Processed
R0009104,P0190199,I0211719,C000730,2018-10-14 08:54:40,169.27,Billing Error,Processed
R0009105,P0182705,I0203460,C000038,2023-09-03 20:33:25,1723.85,Service Outage,Processed
R0009106,P0393575,I0437824,C009973,2023-03-10 17:03:30,548.9,Customer Request,Processed
R0009107,P0166475,I0185373,C004416,2022-03-06 12:18:20,21.88,Duplicate Payment,Processed
R0009108,P0265082,I0295134,C008402,2020-05-27 07:26:00,291.35,Fraud,Processed
R0009109,P0310851,I0345910,C003745,2025-04-03 09:52:32,70.56,Billing Error,Processed
R0009110,P0397652,I0442337,C009212,2025-01-08 13:31:59,30.76,Service Outage,Processed
R0009111,P0153363,I0170799,C006795,2023-05-30 15:58:56,339.28,Subscription Cancellation,Processed
R0009112,P0097143,I0108128,C003378,2025-12-14 00:28:22,133.52,Fraud,Processed
R0009113,P0194490,I0216484,C006934,2024-09-19 07:15:45,74.66,Duplicate Payment,Processed
R0009114,P0217525,I0242137,C003331,2025-10-11 03:00:46,59.18,Billing Error,Processed
R0009115,P0326990,I0363717,C002666,2024-12-16 10:22:40,286.35,Customer Request,Processed
R0009116,P0143394,I0159756,C001154,2021-09-29 23:53:32,234.82,Subscription Cancellation,Processed
R0009117,P0429792,I0478021,C003446,2022-01-05 10:50:40,90.46,Customer Request,Processed
R0009118,P0060704,I0067559,C004072,2025-04-05 20:56:56,174.97,Subscription Cancellation,Processed
R0009119,P0122352,I0136260,C003906,2022-12-17 14:49:43,134.18,Billing Error,Processed
R0009120,P0181379,I0201987,C009934,2022-10-30 16:49:11,75.05,Customer Request,Processed
R0009121,P0050628,I0056357,C006000,2024-02-26 23:31:04,15.76,Subscription Cancellation,Processed
R0009122,P0388408,I0432052,C000227,2025-12-22 22:40:05,573.85,Subscription Cancellation,Processed
R0009123,P0408735,I0454698,C008593,2024-08-04 16:46:08,497.75,Billing Error,Processed
R0009124,P0206614,I0230031,C002732,2023-08-21 16:14:52,573.85,Customer Request,Processed
R0009125,P0420046,I0467202,C009698,2024-10-25 12:18:28,84.73,Billing Error,Processed
R0009126,P0190075,I0211590,C004771,2022-06-29 14:25:09,36.88,Billing Error,Processed
R0009127,P0302205,I0336256,C004355,2024-10-20 10:02:55,28.93,Subscription Cancellation,Processed
R0009128,P0086568,I0096317,C003047,2022-09-25 22:01:46,20.55,Duplicate Payment,Processed
R0009129,P0058135,I0064673,C007453,2023-09-07 10:20:55,31.9,Duplicate Payment,Processed
R0009130,P0312456,I0347677,C002695,2025-01-15 17:37:01,30.02,Duplicate Payment,Processed
R0009131,P0051701,I0057526,C004305,2024-01-01 23:42:37,22.84,Customer Request,Processed
R0009132,P0260046,I0289556,C001058,2024-09-25 07:13:37,264.44,Service Outage,Processed
R0009133,P0344943,I0383694,C008312,2023-10-20 22:24:37,103.2,Service Outage,Processed
R0009134,P0180569,I0201070,C007220,2021-03-30 05:03:36,439.12,Fraud,Processed
R0009135,P0425231,I0472982,C001418,2025-05-29 07:29:49,694.69,Duplicate Payment,Processed
R0009136,P0037685,I0041933,C001915,2025-12-15 11:02:40,279.13,Fraud,Processed
R0009137,P0168892,I0188076,C002623,2025-08-29 13:34:49,78.59,Duplicate Payment,Processed
R0009138,P0402250,I0447472,C002932,2024-07-02 03:54:01,63.72,Duplicate Payment,Processed
R0009139,P0374487,I0416572,C007867,2025-04-04 23:15:30,33.35,Billing Error,Processed
R0009140,P0116579,I0129865,C007166,2021-11-27 14:10:27,67.85,,Processed
R0009141,P0200092,I0222725,C005352,2018-09-07 10:31:51,31.32,Subscription Cancellation,Processed
R0009142,P0384814,I0428028,C001260,2021-01-10 13:15:16,24.23,Fraud,Processed
R0009143,P0167186,I0186164,C000592,2020-12-01 02:49:53,141.9,Service Outage,Processed
R0009144,P0008562,I0009570,C008110,2025-12-24 03:40:02,60.21,Duplicate Payment,Processed
R0009145,P0435398,I0484268,C005500,2024-11-23 22:51:35,7.61,Fraud,Processed
R0009146,P0193306,I0215161,C009619,2023-03-14 07:02:12,127.26,Customer Request,Processed
R0009147,P0056590,I0062942,C003414,2025-02-28 13:58:06,139.32,Duplicate Payment,Processed
R0009148,P0156233,I0174024,C005614,2023-11-12 01:33:02,20.96,Subscription Cancellation,Processed
R0009149,P0177639,I0197851,C008431,2025-12-11 01:21:48,44.85,Billing Error,Processed
R0009150,P0327301,I0364070,C001210,2025-03-27 22:17:31,31.06,Duplicate Payment,Processed
R0009151,P0130776,I0145619,C007058,2025-01-04 15:40:27,458.08,Service Outage,Processed
R0009152,P0021912,I0024383,C009283,2025-08-19 21:34:48,35.1,Service Outage,Processed
R0009153,P0051570,I0057380,C000799,2022-01-22 00:20:18,15.86,Subscription Cancellation,Processed
R0009154,P0336266,I0374020,C003051,2022-09-15 06:20:46,18.46,Billing Error,Processed
R0009155,P0081651,I0090843,C001691,2022-04-01 16:01:53,29.0,Duplicate Payment,Processed
R0009156,P0294822,I0328088,C003819,2020-10-25 10:26:43,48.67,Customer Request,Processed
R0009157,P0074724,I0083241,C009509,2022-11-10 14:41:23,242.22,Subscription Cancellation,Processed
R0009158,P0215684,I0240082,C000981,2021-12-29 16:18:40,381.28,Duplicate Payment,Processed
R0009159,P0056543,I0062885,C009206,2019-02-01 07:15:45,36.16,Duplicate Payment,Processed
R0009160,P0092360,I0102783,C009744,2021-12-06 17:23:55,21.12,Duplicate Payment,Processed
R0009161,P0419990,I0467143,C007574,2024-03-16 12:27:45,366.45,Fraud,Processed
R0009162,P0384731,I0427938,C000893,2025-10-02 10:57:57,27.11,Fraud,Processed
R0009163,P0016405,I0018268,C008148,2020-03-29 22:35:12,77.22,Subscription Cancellation,Processed
R0009164,P0096657,I0107585,C004271,2025-11-05 11:06:53,75.77,Service Outage,Processed
R0009165,P0277473,I0308884,C007662,2021-01-30 19:54:46,64.9,Duplicate Payment,Processed
R0009166,P0027976,I0031165,C007067,2023-02-20 00:32:40,228.58,Subscription Cancellation,Processed
R0009167,P0233982,I0260538,C009639,2025-12-25 06:26:56,31.9,Service Outage,Processed
R0009168,P0221721,I0246792,C009930,2023-05-02 19:29:57,7.96,Customer Request,Processed
R0009169,P0384085,I0427203,C008555,2024-04-28 05:41:23,148.35,Customer Request,Processed
R0009170,P0256057,I0285114,C009656,2023-08-28 00:25:26,97.93,Service Outage,Processed
R0009171,P0434701,I0483498,C007760,2024-01-24 12:02:58,13.56,Duplicate Payment,Processed
R0009172,P0352924,I0392561,C007099,2018-12-13 11:29:23,30.02,Fraud,Processed
R0009173,P0354517,I0394361,C002810,2020-01-30 14:15:09,104.8,Duplicate Payment,Processed
R0009174,P0199947,I0222571,C001476,2021-12-29 01:26:23,33.35,Duplicate Payment,Processed
R0009175,P0378012,I0420473,C007142,2025-06-06 15:14:17,13.81,Fraud,Processed
R0009176,P0396080,I0440618,C000013,2023-05-04 22:07:09,173.99,Duplicate Payment,Processed
R0009177,P0231967,I0258280,C002563,2023-06-17 10:10:13,86.9,Service Outage,Processed
R0009178,P0357538,I0397723,C005943,2024-06-22 04:05:20,8.32,Customer Request,Processed
R0009179,P0289334,I0322005,C007245,2024-05-08 18:24:51,312.4,Subscription Cancellation,Processed
R0009180,P0436454,I0485422,C000830,2022-11-24 10:55:21,243.4,Subscription Cancellation,Processed
R0009181,P0422001,I0469414,C002856,2021-09-14 00:16:36,31.9,Billing Error,Processed
R0009182,P0329937,I0367031,C001471,2021-03-07 01:33:32,196.9,Fraud,Processed
R0009183,P0160972,I0179242,C009102,2023-04-01 03:01:04,588.82,,Processed
R0009184,P0283046,I0315067,C009411,2019-01-21 00:53:45,33.22,Subscription Cancellation,Processed
R0009185,P0219653,I0244475,C004246,2024-04-22 18:01:53,57.67,Duplicate Payment,Processed
R0009186,P0082295,I0091552,C007208,2023-08-29 23:12:50,47.5,Duplicate Payment,Processed
R0009187,P0214759,I0239050,C001712,2024-04-22 19:41:34,61.65,Customer Request,Processed
R0009188,P0363741,I0404581,C001025,2024-06-01 00:49:11,29.11,Duplicate Payment,Processed
R0009189,P0397257,I0441904,C005312,2024-10-21 21:45:34,38.32,Subscription Cancellation,Processed
R0009190,P0166681,I0185606,C003428,2020-06-10 13:47:05,30.45,Duplicate Payment,Processed
R0009191,P0339005,I0377080,C009540,2025-10-08 12:45:38,63.72,Billing Error,Processed
R0009192,P0257432,I0286614,C007232,2022-11-22 05:16:50,232.81,Customer Request,Processed
R0009193,P0262677,I0292492,C008171,2021-06-30 19:32:39,1098.9,Customer Request,Processed
R0009194,P0121483,I0135292,C000834,2022-11-25 22:16:13,48.04,Customer Request,Processed
R0009195,P0045228,I0050327,C008647,2018-12-26 19:25:02,152.22,Service Outage,Processed
R0009196,P0215912,I0240327,C004951,2023-07-14 11:20:04,17.93,Billing Error,Processed
R0009197,P0405626,I0451217,C007026,2024-11-16 02:02:10,63.72,Fraud,Processed
R0009198,P0152523,I0169861,C002725,2021-01-30 23:31:01,7.34,Billing Error,Processed
R0009199,P0215002,I0239318,C005701,2021-09-02 20:57:31,477.58,Service Outage,Processed
R0009200,P0044203,I0049167,C008621,2020-12-07 17:33:10,31.9,Billing Error,Processed
R0009201,P0170705,I0190098,C006227,2019-10-14 10:27:44,28.71,Subscription Cancellation,Processed
R0009202,P0378505,I0421005,C009414,2025-07-05 22:57:27,20.02,Service Outage,Processed
R0009203,P0305036,I0339408,C004020,2019-11-26 16:00:37,67.85,Billing Error,Processed
R0009204,P0287442,I0319914,C003640,2022-06-06 13:57:05,30.31,Customer Request,Processed
R0009205,P0291911,I0324840,C000064,2024-07-20 01:40:46,118.42,Billing Error,Processed
R0009206,P0216490,I0240973,C007225,2021-12-14 01:09:18,273.9,Duplicate Payment,Processed
R0009207,P0282471,I0314412,C008859,2023-01-10 20:08:36,40.01,Duplicate Payment,Processed
R0009208,P0081497,I0090668,C000831,2025-01-31 10:11:44,81.05,Billing Error,Processed
R0009209,P0327388,I0364161,C002947,2023-09-07 15:54:49,8.58,Subscription Cancellation,Processed
R0009210,P0319106,I0355037,C007511,2024-11-21 01:49:57,273.9,Customer Request,Processed
R0009211,P0386857,I0430306,C002848,2023-04-24 15:53:49,30.63,Duplicate Payment,Processed
R0009212,P0334869,I0372469,C003184,2023-06-29 14:18:25,118.68,Billing Error,Processed
R0009213,P0428345,I0476462,C002212,2021-09-23 06:29:13,261.45,Duplicate Payment,Processed
R0009214,P0428240,I0476347,C009224,2018-03-21 12:42:05,13.64,Subscription Cancellation,Processed
R0009215,P0095309,I0106103,C008339,2023-09-26 02:48:29,47.29,Service Outage,Processed
R0009216,P0184312,I0205259,C001459,2024-03-29 02:07:35,167.37,Billing Error,Processed
R0009217,P0311889,I0347046,C006388,2023-01-24 20:42:05,57.35,Service Outage,Processed
R0009218,P0038063,I0042348,C009818,2021-03-14 08:49:53,152.22,Duplicate Payment,Processed
R0009219,P0157503,I0175391,C009326,2021-09-27 04:14:03,359.01,Billing Error,Processed
R0009220,P0136267,I0151818,C006428,2026-01-15 13:28:50,61.95,Subscription Cancellation,Processed
R0009221,P0121956,I0135813,C005852,2024-04-02 11:39:58,35.08,Subscription Cancellation,Processed
R0009222,P0371446,I0413185,C007868,2024-04-24 08:51:57,155.47,Customer Request,Processed
R0009223,P0332447,I0369788,C003392,2024-01-08 08:55:46,75.86,Duplicate Payment,Processed
R0009224,P0068218,I0075985,C003074,2022-01-29 13:32:42,7.05,Service Outage,Processed
R0009225,P0156369,I0174162,C004312,2025-11-14 07:54:51,31.32,Fraud,Processed
R0009226,P0128347,I0142857,C006466,2025-12-03 23:28:45,1178.82,Billing Error,Processed
R0009227,P0117296,I0130650,C009187,2024-10-23 13:55:15,20.78,Service Outage,Processed
R0009228,P0296000,I0329369,C008046,2025-10-07 04:40:28,55.11,Customer Request,Processed
R0009229,P0049872,I0055530,C005865,2024-09-25 22:24:42,71.7,Fraud,Processed
R0009230,P0100586,I0112027,C009092,2025-08-14 12:29:40,419.16,Subscription Cancellation,Processed
R0009231,P0240438,I0267684,C009357,2022-09-02 08:54:28,7.59,Duplicate Payment,Processed
R0009232,P0350001,I0389321,C002281,2025-01-29 22:30:37,42.12,Billing Error,Processed
R0009233,P0183843,I0204743,C001666,2025-07-12 11:07:43,538.92,Fraud,Processed
R0009234,P0130844,I0145694,C005962,2025-01-30 19:38:25,24.69,Customer Request,Processed
R0009235,P0119808,I0133425,C005797,2018-07-31 13:00:32,40.75,Duplicate Payment,Processed
R0009236,P0374496,I0416581,C007867,2026-01-20 23:15:30,31.9,Duplicate Payment,Processed
R0009237,P0415866,I0462578,C004563,2019-04-14 16:40:44,21.61,Service Outage,Processed
R0009238,P0407294,I0453087,C006243,2023-02-23 03:42:34,63.11,Billing Error,Processed
R0009239,P0082714,I0092033,C007538,2022-04-28 10:28:26,232.81,Subscription Cancellation,Processed
R0009240,P0219691,I0244522,C008956,2021-04-02 17:29:39,14.17,Subscription Cancellation,Processed
R0009241,P0244792,I0272540,C006647,2024-10-14 20:26:22,15.57,Customer Request,Processed
R0009242,P0064412,I0071732,C004737,2022-03-14 16:49:16,289.88,Subscription Cancellation,Processed
R0009243,P0033178,I0036920,C001949,2024-07-22 10:29:37,268.92,Billing Error,Processed
R0009244,P0166829,I0185767,C005878,2025-10-26 06:37:03,54.16,Subscription Cancellation,Processed
R0009245,P0339991,I0378170,C001661,2021-09-12 17:51:50,83.09,Fraud,Processed
R0009246,P0369261,I0410717,C007968,2019-11-25 01:29:06,137.0,Duplicate Payment,Processed
R0009247,P0262503,I0292296,C008504,2024-09-10 15:54:52,61.07,Service Outage,Processed
R0009248,P0214215,I0238439,C006711,2022-12-30 21:18:20,9.57,Duplicate Payment,Processed
R0009249,P0040154,I0044679,C005558,2022-09-02 07:31:57,30.02,Customer Request,Processed
R0009250,P0435344,I0484204,C007088,2026-01-11 21:00:56,607.37,Subscription Cancellation,Processed
R0009251,P0124816,I0138996,C002274,2025-04-23 16:07:07,307.12,Service Outage,Processed
R0009252,P0284927,I0317122,C000826,2025-05-24 07:24:10,22.42,Fraud,Processed
R0009253,P0030248,I0033687,C005491,2023-03-05 17:08:24,573.85,Service Outage,Processed
R0009254,P0084928,I0094490,C009969,2023-12-06 01:24:56,16.15,Subscription Cancellation,Processed
R0009255,P0330617,I0367781,C000684,2025-09-13 03:45:56,63.72,Billing Error,Processed
R0009256,P0040361,I0044915,C004874,2024-04-08 11:16:57,261.45,Billing Error,Processed
R0009257,P0249354,I0277613,C003013,2021-07-23 12:44:20,64.9,Customer Request,Processed
R0009258,P0303365,I0337541,C009816,2022-07-16 04:45:11,27.4,Customer Request,Processed
R0009259,P0299795,I0333583,C002133,2025-12-28 14:18:39,59.18,Service Outage,Processed
R0009260,P0182104,I0202796,C005195,2025-08-10 07:36:00,22.32,Billing Error,Processed
R0009261,P0192459,I0214218,C004471,2022-09-23 19:34:07,133.52,Billing Error,Processed
R0009262,P0099532,I0110819,C000072,2025-05-07 10:18:56,10.62,Customer Request,Processed
R0009263,P0133230,I0148372,C003392,2024-04-02 08:20:18,19.27,Duplicate Payment,Processed
R0009264,P0360474,I0400952,C009804,2024-09-24 15:44:40,286.35,Customer Request,Processed
R0009265,P0008257,I0009216,C007686,2022-10-16 21:39:45,205.43,Subscription Cancellation,Processed
R0009266,P0107742,I0119971,C004114,2025-09-12 18:36:53,52.66,Subscription Cancellation,Processed
R0009267,P0252846,I0281504,C004234,2020-06-30 20:30:08,77.22,Service Outage,Processed
R0009268,P0040545,I0045116,C007780,2024-07-21 08:15:03,19.69,Customer Request,Processed
R0009269,P0391944,I0436004,C004429,2023-04-27 02:17:39,185.26,Subscription Cancellation,Processed
R0009270,P0431206,I0479582,C004799,2025-06-07 22:17:20,139.32,Billing Error,Processed
R0009271,P0159717,I0177843,C000618,2023-03-03 04:32:16,54.28,Fraud,Processed
R0009272,P0342499,I0380949,C005577,2022-02-18 03:39:41,67.85,Service Outage,Processed
R0009273,P0159861,I0177999,C000120,2021-12-31 09:38:38,293.82,Service Outage,Processed
R0009274,P0353591,I0393322,C003860,2023-09-06 15:30:26,264.44,Billing Error,Processed
R0009275,P0333836,I0371344,C004007,2022-01-06 07:03:54,39.34,Service Outage,Processed
R0009276,P0236855,I0263723,C004945,2022-03-27 00:24:41,29.09,Customer Request,Processed
R0009277,P0210731,I0234599,C006446,2024-10-15 16:51:01,-18.62,Fraud,Processed
R0009278,P0350190,I0389531,C002179,2021-06-28 11:54:58,38.61,Fraud,Processed
R0009279,P0182478,I0203218,C004242,2025-09-04 05:57:04,141.9,Customer Request,Processed
R0009280,P0069038,I0076886,C004127,2023-09-22 04:26:59,43.94,Fraud,Processed
R0009281,P0313590,I0348913,C003050,2025-02-23 04:31:39,78.21,Service Outage,Processed
R0009282,P0173765,I0193497,C000928,2022-05-14 20:06:37,93.22,Fraud,Processed
R0009283,P0278394,I0309901,C000662,2024-07-13 11:44:01,11.51,Duplicate Payment,Processed
R0009284,P0234789,I0261460,C002422,2023-07-10 03:13:12,49.56,Subscription Cancellation,Processed
R0009285,P0139895,I0155894,C004429,2021-02-21 03:57:57,140.47,Duplicate Payment,Processed
R0009286,P0316868,I0352561,C008177,2024-04-23 09:20:41,64.9,Subscription Cancellation,Processed
R0009287,P0102266,I0113908,C000600,2023-01-31 00:50:58,113.52,Service Outage,Processed
R0009288,P0060309,I0067115,C004736,2024-01-01 06:48:23,43.82,Service Outage,Processed
R0009289,P0093117,I0103639,C009459,2023-04-06 23:01:54,20.09,Duplicate Payment,Processed
R0009290,P0174363,I0194161,C006998,2023-04-16 21:20:54,17.19,Customer Request,Processed
R0009291,P0084174,I0093674,C007639,2023-05-28 17:41:45,7.56,Billing Error,Processed
R0009292,P0384231,I0427355,C005347,2024-02-20 11:49:36,944.06,Fraud,Processed
R0009293,P0137956,I0153730,C007323,2025-10-07 17:56:53,33.12,Customer Request,Processed
R0009294,P0034810,I0038735,C003279,2025-08-28 07:41:00,17.14,Subscription Cancellation,Processed
R0009295,P0414118,I0460681,C009037,2023-03-09 07:48:18,134.81,Duplicate Payment,Processed
R0009296,P0074698,I0083211,C009509,2020-04-22 14:41:23,466.57,Duplicate Payment,Processed
R0009297,P0300181,I0334019,C000851,2020-12-07 08:31:38,40.95,,Processed
R0009298,P0130257,I0145026,C001526,2023-09-27 04:17:05,141.9,Duplicate Payment,Processed
R0009299,P0247496,I0275552,C006262,2020-06-13 02:33:42,53.14,Billing Error,Processed
R0009300,P0234063,I0260635,C000264,2023-12-02 07:32:01,64.46,Subscription Cancellation,Processed
R0009301,P0141074,I0157207,C008480,2022-09-01 05:57:48,18.1,Subscription Cancellation,Processed
R0009302,P0049481,I0055091,C005250,2022-12-15 13:21:10,34.34,Billing Error,Processed
R0009303,P0262500,I0292294,C008504,2024-02-06 15:54:52,140.93,Subscription Cancellation,Processed
