TicketID,CustomerID,AgentID,Category,Priority,Status,CreatedDate,ResolvedDate,ResolutionHours,CustomerSatisfaction
T0009853,C004980,E00873,Feature Request,Medium,Resolved,2025-12-30 16:39:22,2026-01-03 19:39:22,99.0,4
T0009854,C004980,E00049,Feature Request,Medium,Pending,2025-12-29 20:35:55,2026-01-06 16:35:55,188.0,1
T0009855,C004980,E01087,Performance,Medium,Resolved,2025-12-27 05:56:11,2026-01-05 02:56:11,213.0,1
T0009856,C004980,E00233,Account,Low,Open,2025-12-30 11:54:02,2026-01-02 14:54:02,75.0,2
T0009857,C004982,E00288,Billing,Low,Resolved,2023-05-07 11:50:52,2023-05-08 04:50:52,17.0,5
T0009858,C004982,E01313,Security,High,Closed,2024-10-20 01:18:45,2024-10-24 12:18:45,107.0,2
T0009859,C004982,E00115,Performance,Low,Resolved,2023-05-28 10:20:40,2023-05-31 12:20:40,74.0,4
T0009860,C004982,E00484,Security,Low,Pending,2024-06-25 04:50:09,2024-06-29 19:50:09,111.0,5
T0009861,C004984,E00163,Technical,Critical,Resolved,2021-12-05 20:21:03,2021-12-14 07:21:03,203.0,5
T0009862,C004984,E00501,Performance,Medium,Resolved,2019-04-03 21:01:19,2019-04-03 22:01:19,1.0,2
T0009863,C004985,E01246,Feature Request,Medium,Open,2025-04-01 10:11:04,2025-04-10 02:11:04,208.0,3
T0009864,C004986,E00347,Technical,Medium,Resolved,2024-11-27 04:44:01,2024-12-01 22:44:01,114.0,1
T0009865,C004986,E00994,Performance,Low,Closed,2023-01-24 10:17:31,2023-01-31 15:17:31,173.0,5
T0009866,C004986,E01226,Bug Report,Medium,Open,2022-07-20 16:34:52,2022-07-22 22:34:52,54.0,2
T0009867,C004987,E00534,Billing,Low,Resolved,2022-07-08 00:17:25,2022-07-09 13:17:25,37.0,4
T0009868,C004988,E01260,Security,High,Closed,2025-02-17 20:10:23,2025-02-21 22:10:23,98.0,2
T0009869,C004988,E00911,Performance,Low,Resolved,2025-02-16 12:14:57,2025-02-17 22:14:57,34.0,4
T0009870,C004989,E01194,Security,Medium,Open,2023-05-26 08:31:13,2023-06-03 08:31:13,192.0,4
T0009871,C004990,E00147,Billing,Low,Resolved,2025-07-29 12:55:14,2025-07-31 19:55:14,55.0,1
T0009872,C004990,E00208,Performance,Medium,Open,2024-04-15 20:13:08,2024-04-16 04:13:08,8.0,1
T0009873,C004990,E00201,Technical,Medium,Closed,2024-12-17 00:36:31,2024-12-18 13:36:31,37.0,4
T0009874,C004992,E00859,Feature Request,Medium,Closed,2025-06-26 09:09:28,2025-07-04 00:09:28,183.0,5
T0009875,C004992,E00866,Bug Report,High,Pending,2022-10-10 00:36:22,2022-10-15 16:36:22,136.0,4
T0009876,C004992,E00882,Security,Critical,Resolved,2022-03-31 09:58:01,2022-04-02 12:58:01,51.0,1
T0009877,C004996,E01006,Feature Request,Low,Resolved,2024-10-29 04:30:06,2024-11-05 01:30:06,165.0,1
T0009878,C004996,E01313,Feature Request,Low,Resolved,2025-07-28 17:58:25,2025-08-03 07:58:25,134.0,1
T0009879,C004996,E00353,Technical,Low,Resolved,2024-12-28 18:28:32,2025-01-07 04:28:32,226.0,1
T0009880,C004997,E00419,Account,Low,Resolved,2023-07-10 15:11:12,2023-07-18 06:11:12,183.0,1
T0009881,C004997,E00545,Feature Request,High,Resolved,2025-06-24 19:45:13,2025-06-25 14:45:13,19.0,4
T0009882,C004997,E00188,Billing,Low,Closed,2021-03-23 12:15:25,2021-03-29 10:15:25,142.0,1
T0009883,C004997,E00221,Technical,Low,Resolved,2022-08-18 13:44:18,2022-08-24 23:44:18,154.0,4
T0009884,C004997,E00511,Performance,High,Open,2024-12-04 23:37:47,2024-12-11 19:37:47,164.0,3
T0009885,C004998,E00787,Technical,Medium,Resolved,2025-09-12 05:16:40,2025-09-17 06:16:40,121.0,2
T0009886,C004998,E00239,Billing,Medium,Resolved,2025-06-01 03:58:07,2025-06-08 08:58:07,173.0,4
T0009887,C004999,E01294,Account,High,Resolved,2020-02-10 20:30:56,2020-02-18 13:30:56,185.0,2
T0009888,C004999,E00288,Performance,Medium,Pending,2021-08-10 12:48:01,2021-08-19 12:48:01,216.0,2
T0009889,C005000,E01180,Feature Request,Medium,Resolved,2025-05-04 00:15:11,2025-05-09 02:15:11,122.0,5
T0009890,C005000,E00419,Technical,High,Resolved,2025-04-14 18:58:12,2025-04-18 12:58:12,90.0,4
T0009891,C005000,E00792,Feature Request,High,Pending,2024-11-19 06:18:21,2024-11-26 11:18:21,173.0,2
T0009892,C005001,E00484,Feature Request,Low,Resolved,2024-03-23 18:19:50,2024-03-26 14:19:50,68.0,4
T0009893,C005001,E00066,Account,Medium,Closed,2022-10-22 20:18:33,2022-11-01 09:18:33,229.0,3
T0009894,C005001,E00213,Bug Report,Low,Closed,2025-10-25 14:17:35,2025-10-30 19:17:35,125.0,1
T0009895,C005001,E00929,Bug Report,Medium,Closed,2025-02-26 17:40:32,2025-03-05 15:40:32,166.0,2
T0009896,C005001,E00687,Billing,Medium,Resolved,2023-04-30 00:48:35,2023-05-07 03:48:35,171.0,4
T0009897,C005002,E00787,Account,Low,Open,2020-04-02 22:53:38,2020-04-12 10:53:38,228.0,1
T0009898,C005002,E00799,Feature Request,High,Open,2025-03-02 21:33:58,2025-03-05 06:33:58,57.0,2
T0009899,C005002,E00915,Account,Critical,Open,2025-08-30 22:22:35,2025-09-07 11:22:35,181.0,2
T0009900,C005003,E00278,Performance,Medium,Resolved,2025-07-23 13:30:04,2025-07-31 01:30:04,180.0,2
T0009901,C005003,E00239,Feature Request,Low,Pending,2025-08-17 05:37:00,2025-08-20 18:37:00,85.0,5
T0009902,C005004,E00462,Performance,Medium,Resolved,2025-10-29 18:28:31,2025-11-03 22:28:31,124.0,3
T0009903,C005004,E01218,Feature Request,Medium,Resolved,2022-09-28 13:24:05,2022-10-05 07:24:05,162.0,1
T0009904,C005005,E00212,Account,Low,Closed,2020-10-19 19:47:20,2020-10-25 18:47:20,143.0,3
T0009905,C005005,E00278,Billing,Low,Resolved,2021-05-21 09:57:45,2021-05-31 02:57:45,233.0,4
T0009906,C005007,E00859,Bug Report,High,Resolved,2025-06-06 00:15:34,2025-06-13 05:15:34,173.0,4
T0009907,C005007,E01194,Bug Report,Low,Pending,2024-04-28 03:55:29,2024-05-07 11:55:29,224.0,5
T0009908,C005007,E00350,Feature Request,Low,Closed,2025-04-10 03:11:20,2025-04-17 11:11:20,176.0,2
T0009909,C005009,E00163,Feature Request,Medium,Closed,2024-11-30 15:26:33,2024-12-09 06:26:33,207.0,4
T0009910,C005010,E00687,Technical,Low,Resolved,2023-12-09 15:44:10,2023-12-11 16:44:10,49.0,5
T0009911,C005010,E00842,Bug Report,Low,Resolved,2021-06-07 12:59:30,2021-06-11 21:59:30,105.0,2
T0009912,C005011,E01135,Technical,Medium,Open,2025-10-01 14:39:37,2025-10-05 03:39:37,85.0,1
T0009913,C005011,E00303,Security,Medium,Pending,2025-11-09 17:22:43,2025-11-16 07:22:43,158.0,2
T0009914,C005012,E00175,Billing,Medium,Closed,2024-01-23 16:00:57,2024-01-23 23:00:57,7.0,3
T0009915,C005012,E00866,Performance,Critical,Resolved,2024-10-25 05:49:46,2024-10-30 17:49:46,0.05,2
T0009916,C005012,E00696,Bug Report,Low,Open,2024-12-20 17:47:05,2024-12-22 03:47:05,34.0,1
T0009917,C005012,E01219,Technical,Medium,Open,2025-04-12 11:52:58,2025-04-13 15:52:58,28.0,1
T0009918,C005012,E01175,Performance,Medium,Closed,2025-10-27 07:25:51,2025-11-01 02:25:51,115.0,4
T0009919,C005013,E00698,Billing,High,Closed,2025-03-29 21:35:55,2025-04-01 20:35:55,71.0,5
T0009920,C005013,E00239,Technical,Medium,Closed,2025-06-18 08:50:56,2025-06-25 23:50:56,183.0,3
T0009921,C005013,E00987,Security,Medium,Resolved,2021-08-26 09:00:04,2021-08-28 07:00:04,46.0,4
T0009922,C005013,E01304,Security,Medium,Open,2023-01-06 18:28:03,2023-01-09 21:28:03,75.0,5
T0009923,C005014,E01140,Billing,Medium,Open,2024-04-21 11:02:35,2024-04-23 06:02:35,43.0,5
T0009924,C005015,E01260,Feature Request,High,Open,2021-04-27 14:36:53,2021-05-05 12:36:53,190.0,4
T0009925,C005016,E00647,Bug Report,Medium,Closed,2025-07-06 03:38:01,2025-07-07 08:38:01,29.0,3
T0009926,C005017,E00066,Billing,Critical,Closed,2019-05-25 18:47:50,2019-05-28 21:47:50,75.0,5
T0009927,C005017,E00859,Bug Report,Medium,Resolved,2023-07-07 02:19:52,2023-07-09 04:19:52,50.0,1
T0009928,C005018,E00544,Bug Report,Critical,Resolved,2025-06-13 13:09:44,2025-06-14 05:09:44,16.0,1
T0009929,C005018,E01255,Technical,High,Resolved,2025-09-14 18:50:58,2025-09-19 23:50:58,125.0,4
T0009930,C005019,E01154,Bug Report,Medium,Resolved,2021-08-15 09:01:57,2021-08-24 03:01:57,210.0,1
T0009931,C005019,E00757,Account,Medium,Resolved,2019-06-04 22:01:01,2019-06-07 19:01:01,69.0,4
T0009932,C005019,E00009,Billing,Low,Pending,2023-06-26 17:06:04,2023-06-27 03:06:04,10.0,5
T0009933,C005019,E01207,Account,Medium,Resolved,2019-12-06 04:25:15,2019-12-13 13:25:15,177.0,4
T0009934,C005020,E00804,Feature Request,Critical,Open,2020-03-15 18:29:56,2020-03-19 19:29:56,97.0,1
T0009935,C005020,E00969,Billing,Medium,Resolved,2023-06-19 02:17:42,2023-06-22 03:17:42,73.0,4
T0009936,C005020,E00346,Performance,High,Resolved,2021-12-25 10:16:53,2022-01-01 20:16:53,178.0,3
T0009937,C005021,E01140,Security,High,Resolved,2025-02-25 17:46:55,2025-03-05 14:46:55,189.0,3
T0009938,C005021,E00895,Feature Request,Low,Closed,2024-10-01 11:34:18,2024-10-03 00:34:18,37.0,2
T0009939,C005021,E00046,Bug Report,Critical,Resolved,2020-08-29 10:09:17,2020-09-03 06:09:17,116.0,4
T0009940,C005021,E01116,Bug Report,Medium,Resolved,2022-11-18 21:54:49,2022-11-23 14:54:49,113.0,2
T0009941,C005022,E00046,Technical,Low,Resolved,2022-12-03 22:00:45,2022-12-11 14:00:45,184.0,5
T0009942,C005022,E00895,Performance,Medium,Resolved,2024-07-20 14:03:17,2024-07-23 13:03:17,71.0,3
T0009943,C005023,E00478,Technical,High,Resolved,2025-12-17 10:10:13,2025-12-20 01:10:13,63.0,2
T0009944,C005024,E00928,Performance,High,Resolved,2024-08-22 22:57:08,2024-09-01 03:57:08,221.0,1
T0009945,C005026,E00501,Account,Medium,Pending,2024-01-28 03:08:03,2024-02-06 07:08:03,220.0,5
T0009946,C005026,E00356,Feature Request,Low,Closed,2023-11-17 07:39:59,2023-11-24 18:39:59,179.0,3
T0009947,C005026,E00360,Bug Report,Low,Open,2025-01-18 22:02:14,2025-01-19 19:02:14,21.0,4
T0009948,C005026,E00839,Bug Report,Low,Resolved,2025-07-03 11:54:09,2025-07-05 12:54:09,49.0,1
T0009949,C005027,E01331,Account,High,Resolved,2024-05-11 12:46:36,2024-05-19 19:46:36,199.0,1
T0009950,C005029,E00684,Security,Low,Closed,2022-02-04 16:53:21,2022-02-10 19:53:21,147.0,1
T0009951,C005029,E00962,Billing,Medium,Closed,2024-03-16 17:01:28,2024-03-19 21:01:28,76.0,4
T0009952,C005029,E00781,Performance,High,Pending,2020-05-06 15:41:15,2020-05-12 02:41:15,131.0,5
T0009953,C005030,E00653,Bug Report,Medium,Pending,2025-09-25 00:08:05,2025-09-26 01:08:05,25.0,3
T0009954,C005030,E00358,Security,Medium,Open,2023-03-05 05:46:14,2023-03-09 08:46:14,99.0,4
T0009955,C005030,E00382,Security,Medium,Resolved,2023-06-18 06:10:05,2023-06-19 08:10:05,26.0,3
T0009956,C005031,E00882,Account,Low,Resolved,2025-02-09 21:42:08,2025-02-13 10:42:08,85.0,4
T0009957,C005031,E01281,Bug Report,Low,Resolved,2025-07-10 14:26:19,2025-07-20 11:26:19,237.0,4
T0009958,C005032,E00962,Bug Report,Medium,Resolved,2022-01-22 12:07:32,2022-01-31 02:07:32,206.0,1
T0009959,C005032,E00566,Feature Request,High,Resolved,2024-11-13 20:05:40,2024-11-14 09:05:40,13.0,2
T0009960,C005033,E00511,Feature Request,Medium,Resolved,2025-01-30 02:45:43,2025-02-05 11:45:43,153.0,4
T0009961,C005033,E01183,Account,Low,Closed,2025-10-26 12:39:51,2025-10-30 09:39:51,93.0,5
T0009962,C005033,E00382,Billing,Medium,Resolved,2024-04-06 14:48:03,2024-04-13 10:48:03,164.0,4
T0009963,C005033,E00364,Performance,Critical,Open,2023-05-15 01:08:29,2023-05-16 02:08:29,25.0,3
T0009964,C005033,E00039,Security,Medium,Resolved,2023-11-26 03:27:16,2023-11-27 17:27:16,38.0,3
T0009965,C005033,E00055,Performance,Low,Resolved,2024-10-07 22:48:03,2024-10-07 17:48:03,-5.0,4
T0009966,C005034,E01116,Technical,Low,Resolved,2024-10-24 06:29:52,2024-10-26 07:29:52,49.0,4
T0009967,C005034,E01115,Security,Medium,Resolved,2023-08-16 17:24:02,2023-08-17 02:24:02,9.0,1
T0009968,C005035,E00346,Technical,Low,Closed,2025-11-04 05:19:44,2025-11-11 03:19:44,166.0,1
T0009969,C005035,E00781,Billing,Low,Closed,2023-12-17 20:56:49,2023-12-26 02:56:49,198.0,2
T0009970,C005035,E00757,Security,Critical,Resolved,2025-12-03 17:35:34,2025-12-04 23:35:34,30.0,3
T0009971,C005035,E01250,Account,High,Resolved,2024-06-20 12:49:14,2024-06-29 21:49:14,225.0,2
T0009972,C005035,E00977,Account,Low,Resolved,2025-04-05 01:13:36,2025-04-12 11:13:36,178.0,1
T0009973,C005036,E00278,Performance,High,Resolved,2020-08-09 17:01:58,2020-08-10 06:01:58,13.0,2
T0009974,C005036,E01226,Performance,Low,Closed,2021-07-06 21:32:43,2021-07-12 12:32:43,135.0,3
T0009975,C005036,E00842,Bug Report,Medium,Closed,2019-06-03 20:36:24,2019-06-07 19:36:24,95.0,2
T0009976,C005036,E00009,Bug Report,High,Closed,2023-08-28 19:31:41,2023-09-06 07:31:41,204.0,3
T0009977,C005037,E00766,Feature Request,Critical,Resolved,2024-02-21 22:50:21,2024-02-26 11:50:21,109.0,5
T0009978,C005037,E00115,Security,Medium,Closed,2024-06-27 19:51:26,2024-06-29 06:51:26,35.0,2
T0009979,C005038,E01338,Billing,Medium,Resolved,2025-09-05 00:13:08,2025-09-07 02:13:08,50.0,2
T0009980,C005039,E00213,Security,Low,Open,2023-09-01 10:22:39,2023-09-10 14:22:39,220.0,2
T0009981,C005039,E00321,Bug Report,Medium,Resolved,2023-09-23 10:49:44,2023-10-03 00:49:44,230.0,5
T0009982,C005040,E01338,Bug Report,Medium,Resolved,2020-11-08 12:03:47,2020-11-11 06:03:47,66.0,1
T0009983,C005040,E00560,Account,Medium,Open,2025-07-13 20:32:19,2025-07-23 14:32:19,234.0,2
T0009984,C005040,E00484,Account,Critical,Resolved,2021-10-02 19:23:42,2021-10-12 12:23:42,233.0,4
T0009985,C005040,E01250,Account,Medium,Resolved,2022-03-25 11:25:13,2022-03-25 20:25:13,9.0,2
T0009986,C005040,E00560,Performance,Low,Pending,2024-09-13 21:48:10,2024-09-21 21:48:10,192.0,3
T0009987,C005041,E00029,Performance,Low,Resolved,2025-09-12 00:36:00,2025-09-16 08:36:00,104.0,2
T0009988,C005042,E00039,Feature Request,Low,Resolved,2025-07-08 02:52:13,2025-07-10 16:52:13,62.0,2
T0009989,C005043,E00971,Account,Critical,Open,2021-01-02 03:07:51,2021-01-02 23:07:51,20.0,2
T0009990,C005043,E00840,Performance,Medium,Resolved,2024-02-20 20:46:58,2024-02-24 20:46:58,96.0,3
T0009991,C005044,E00094,Billing,Medium,Resolved,2025-10-24 07:14:11,2025-10-25 21:14:11,38.0,3
T0009992,C005044,E01313,Security,Medium,Resolved,2023-10-15 03:31:44,2023-10-19 03:31:44,96.0,4
T0009993,C005044,E00039,Performance,High,Resolved,2024-08-21 14:21:40,2024-08-27 05:21:40,135.0,2
T0009994,C005045,E00316,Account,Low,Resolved,2025-03-19 13:54:51,2025-03-29 12:54:51,239.0,2
T0009995,C005045,E00928,Performance,Low,Closed,2025-04-02 04:15:18,,189.0,2
T0009996,C005045,E00895,Billing,Low,Pending,2025-08-10 12:54:41,2025-08-17 21:54:41,177.0,2
T0009997,C005046,E01032,Bug Report,Medium,Closed,2023-07-16 01:29:37,2023-07-24 09:29:37,200.0,5
T0009998,C005047,E00950,Security,High,Open,2023-10-28 10:06:05,2023-11-02 18:06:05,128.0,1
T0009999,C005048,E00753,Performance,Critical,Resolved,2021-01-06 09:13:11,2021-01-12 20:13:11,155.0,1
T0010000,C005048,E00464,Bug Report,High,Closed,2020-06-10 08:01:40,2020-06-19 08:01:40,216.0,3
T0010001,C005048,E01299,Feature Request,Medium,Resolved,2021-02-18 19:35:17,2021-02-20 00:35:17,29.0,3
T0010002,C005048,E00648,Bug Report,High,Pending,2022-10-28 18:16:33,2022-10-30 06:16:33,36.0,2
T0010003,C005049,E01235,Technical,High,Resolved,2022-11-28 12:23:40,2022-11-28 13:23:40,1.0,2
T0010004,C005051,E00696,Billing,High,Resolved,2025-09-12 13:27:41,2025-09-12 16:27:41,3.0,4
T0010005,C005051,E01143,Bug Report,Medium,Pending,2025-09-07 04:15:01,2025-09-14 21:15:01,185.0,3
T0010006,C005053,E01018,Technical,Medium,Closed,2022-09-08 18:15:36,2022-09-12 09:15:36,87.0,5
T0010007,C005053,E00039,Performance,Low,Closed,2024-01-21 17:02:27,2024-01-29 03:02:27,178.0,4
T0010008,C005054,E01218,Performance,Low,Resolved,2025-09-27 06:02:30,2025-09-29 06:02:30,48.0,1
T0010009,C005054,E00414,Account,Low,Resolved,2024-08-20 17:05:37,2024-08-21 18:05:37,25.0,3
T0010010,C005054,E01283,Technical,Low,Closed,2024-09-29 05:07:59,2024-10-04 05:07:59,120.0,4
T0010011,C005055,E00481,Billing,Medium,Pending,2024-08-07 14:35:48,2024-08-17 05:35:48,231.0,5
T0010012,C005055,E01087,Account,Medium,Open,2024-03-19 11:50:33,2024-03-20 18:50:33,31.0,2
T0010013,C005056,E01155,Security,Medium,Resolved,2023-05-29 11:01:18,2023-06-04 14:01:18,147.0,4
T0010014,C005056,E01155,Technical,High,Resolved,2022-04-29 09:30:11,2022-05-03 12:30:11,99.0,4
T0010015,C005056,E00895,Account,Low,Resolved,2023-12-16 20:54:12,2023-12-20 02:54:12,78.0,1
T0010016,C005058,E00346,Account,Medium,Resolved,2024-08-22 20:19:51,2024-08-26 00:19:51,76.0,4
T0010017,C005060,E00233,Account,Low,Resolved,2024-06-15 04:16:30,2024-06-22 13:16:30,177.0,4
T0010018,C005060,E00004,Security,Low,Closed,2024-05-23 06:20:11,2024-05-30 12:20:11,174.0,2
T0010019,C005060,E00940,Technical,Low,Resolved,2024-11-06 17:05:24,2024-11-15 23:05:24,222.0,1
T0010020,C005061,E00501,Security,High,Resolved,2025-10-18 02:37:34,2025-10-20 09:37:34,55.0,3
T0010021,C005061,E00004,Billing,Medium,Resolved,2025-09-10 17:24:09,2025-09-20 09:24:09,232.0,4
T0010022,C005061,E00285,Billing,Medium,Resolved,2025-09-13 22:57:45,2025-09-18 05:57:45,103.0,5
T0010023,C005061,E00987,Bug Report,Medium,Resolved,2025-08-29 06:02:46,2025-09-03 16:02:46,130.0,5
T0010024,C005062,E00299,Performance,Low,Pending,2023-01-04 00:58:06,2023-01-10 08:58:06,152.0,4
T0010025,C005062,E00452,Billing,High,Pending,2024-03-31 12:49:09,2024-04-04 13:49:09,97.0,4
T0010026,C005062,E00951,Performance,Low,Resolved,2025-04-17 14:14:09,2025-04-24 08:14:09,162.0,1
T0010027,C005062,E00781,Technical,Medium,Open,2024-07-04 07:57:24,2024-07-11 01:57:24,162.0,5
T0010028,C005062,E00969,Security,Low,Open,2025-06-26 23:19:20,2025-06-27 03:19:20,4.0,3
T0010029,C005063,E00992,Feature Request,Medium,Closed,2025-11-24 13:11:15,2025-11-27 12:11:15,71.0,4
T0010030,C005063,E01144,Technical,Medium,Resolved,2023-07-31 00:52:56,2023-07-31 18:52:56,18.0,5
T0010031,C005064,E00951,Bug Report,High,Resolved,2025-10-25 17:41:05,2025-10-29 12:41:05,91.0,1
T0010032,C005064,E01226,Performance,High,Resolved,2023-10-17 20:34:49,2023-10-20 05:34:49,57.0,5
T0010033,C005064,E00712,Bug Report,Low,Resolved,2025-12-21 09:22:26,2025-12-30 09:22:26,216.0,4
T0010034,C005064,E00213,Technical,High,Open,2025-12-03 00:28:45,2025-12-10 03:28:45,171.0,5
T0010035,C005065,E00082,Technical,Medium,Pending,2020-11-29 14:07:35,2020-12-09 11:07:35,237.0,2
T0010036,C005065,E00267,Performance,Medium,Closed,2019-06-25 05:50:11,2019-06-25 09:50:11,4.0,2
T0010037,C005065,E00039,Account,Critical,Closed,2021-10-24 12:58:14,2021-10-25 15:58:14,27.0,2
T0010038,C005066,E00186,Bug Report,High,Resolved,2023-01-18 19:02:11,2023-01-25 01:02:11,150.0,2
T0010039,C005067,E00464,Performance,High,Pending,2024-05-28 05:43:15,2024-06-05 16:43:15,203.0,4
T0010040,C005067,E00157,Performance,Critical,Closed,2024-11-05 16:22:33,2024-11-06 07:22:33,15.0,4
T0010041,C005069,E00055,Technical,Low,Resolved,2025-08-15 20:15:15,2025-08-17 19:15:15,47.0,3
T0010042,C005069,E00625,Performance,High,Closed,2024-07-20 18:49:55,2024-07-28 21:49:55,195.0,2
T0010043,C005070,E00560,Billing,Low,Resolved,2025-07-12 15:37:05,2025-07-15 04:37:05,61.0,4
T0010044,C005070,E01115,Performance,Low,Resolved,2021-12-13 01:06:28,2021-12-17 00:06:28,95.0,3
T0010045,C005070,E00171,Technical,Low,Closed,2024-08-10 18:48:55,2024-08-11 20:48:55,26.0,7
T0010046,C005070,E00285,Billing,Medium,Pending,2023-07-13 19:09:47,2023-07-22 16:09:47,213.0,2
T0010047,C005071,E00951,Performance,Low,Open,2023-05-02 15:23:10,2023-05-09 19:23:10,172.0,4
T0010048,C005072,E00574,Billing,High,Resolved,2019-08-30 18:19:43,2019-09-07 05:19:43,179.0,3
T0010049,C005072,E00803,Billing,Medium,Resolved,2023-04-05 06:27:44,2023-04-12 02:27:44,164.0,2
T0010050,C005073,E00548,Technical,Medium,Closed,2025-06-02 08:53:33,2025-06-07 01:53:33,113.0,3
T0010051,C005075,E01143,Security,Low,Resolved,2025-12-15 13:51:03,2025-12-19 21:51:03,104.0,1
T0010052,C005077,E00055,Bug Report,Medium,Resolved,2023-01-28 20:31:27,2023-02-01 12:31:27,88.0,5
T0010053,C005077,E00553,Technical,Low,Resolved,2021-10-29 07:22:56,2021-11-04 05:22:56,142.0,2
T0010054,C005077,E01338,Feature Request,Medium,Resolved,2024-01-12 02:50:27,2024-01-12 22:50:27,20.0,5
T0010055,C005079,E01250,Account,Low,Resolved,2025-09-20 06:38:27,2025-09-21 07:38:27,25.0,5
T0010056,C005079,E01183,Technical,High,Resolved,2025-12-22 08:23:19,2025-12-27 23:23:19,135.0,2
T0010057,C005080,E00882,Performance,Medium,Resolved,2024-10-30 10:13:21,2024-11-03 02:13:21,88.0,1
T0010058,C005080,E00781,Performance,Low,Resolved,2024-07-24 08:19:48,2024-07-25 06:19:48,22.0,1
T0010059,C005081,E00542,Billing,Medium,Closed,2022-11-04 20:08:44,2022-11-12 19:08:44,191.0,1
T0010060,C005082,E00222,Billing,Medium,Resolved,2025-07-08 11:59:42,2025-07-11 18:59:42,79.0,4
T0010061,C005082,E00505,Bug Report,Low,Resolved,2025-03-07 13:34:08,2025-03-11 21:34:08,104.0,5
T0010062,C005082,E00230,Account,Medium,Open,2025-10-01 11:50:30,2025-10-08 09:50:30,166.0,4
T0010063,C005082,E00414,Bug Report,Medium,Resolved,2025-06-18 04:28:21,2025-06-19 14:28:21,34.0,2
T0010064,C005083,E01155,Billing,Medium,Resolved,2023-05-14 14:10:37,2023-05-17 14:10:37,72.0,2
T0010065,C005083,E00505,Security,High,Resolved,2020-05-28 00:43:45,2020-05-30 04:43:45,52.0,5
T0010066,C005085,E00951,Billing,Medium,Closed,2024-04-16 00:19:41,2024-04-21 07:19:41,127.0,5
T0010067,C005085,E01144,Bug Report,Medium,Closed,2025-11-13 19:10:43,2025-11-14 16:10:43,21.0,2
T0010068,C005085,E00049,Feature Request,High,Resolved,2022-06-27 05:12:29,2022-07-05 15:12:29,202.0,3
T0010069,C005086,E00484,Technical,Medium,Resolved,2025-05-21 10:55:43,2025-05-25 11:55:43,97.0,4
T0010070,C005086,E00414,Account,Low,Open,2025-09-30 19:57:25,2025-10-06 15:57:25,140.0,4
T0010071,C005087,E00585,Billing,Medium,Resolved,2023-05-21 09:40:36,2023-05-31 02:40:36,233.0,3
T0010072,C005087,E01078,Account,Low,Pending,2023-07-08 10:23:19,2023-07-14 01:23:19,135.0,2
T0010073,C005088,E00323,Performance,High,Open,2023-11-05 14:35:35,2023-11-12 23:35:35,177.0,5
T0010074,C005090,E00542,Performance,Low,Resolved,2023-10-31 19:36:57,2023-11-09 06:36:57,203.0,1
T0010075,C005090,E00177,Technical,Low,Resolved,2025-02-07 12:51:43,2025-02-12 20:51:43,128.0,1
T0010076,C005090,E01140,Account,Medium,Open,2022-03-26 00:18:14,2022-04-03 05:18:14,197.0,3
T0010077,C005091,E01192,Account,High,Open,2025-11-15 23:51:51,2025-11-22 05:51:51,150.0,3
T0010078,C005091,E00485,Feature Request,Medium,Resolved,2025-12-28 08:13:52,2026-01-06 04:13:52,212.0,2
T0010079,C005092,E00757,Bug Report,Medium,Pending,2024-12-08 14:49:13,2024-12-11 19:49:13,77.0,4
T0010080,C005093,E01171,Bug Report,High,Resolved,2023-12-27 00:27:14,2023-12-31 10:27:14,106.0,2
T0010081,C005093,E01250,Feature Request,Low,Closed,2024-01-07 05:55:29,2024-01-07 20:55:29,15.0,2
T0010082,C005094,E01002,Account,Low,Closed,2024-04-07 19:09:56,2024-04-16 14:09:56,211.0,2
T0010083,C005095,E00511,Feature Request,Medium,Resolved,2024-12-14 19:51:56,2024-12-21 00:51:56,149.0,3
T0010084,C005095,E01294,Billing,High,Resolved,2021-09-21 21:41:35,2021-09-25 21:41:35,96.0,3
T0010085,C005096,E00055,Security,Medium,Resolved,2025-12-25 06:33:35,2025-12-29 21:33:35,111.0,4
T0010086,C005097,E00710,Technical,Low,Resolved,2021-07-13 08:41:40,2021-07-14 23:41:40,39.0,3
T0010087,C005097,E00501,Feature Request,Critical,Open,2022-08-20 18:48:49,2022-08-26 14:48:49,140.0,3
T0010088,C005097,E00163,Bug Report,Medium,Closed,2021-07-13 23:31:14,2021-07-18 04:31:14,101.0,1
T0010089,C005097,E00566,Feature Request,Medium,Closed,2023-09-24 04:57:51,2023-10-01 03:57:51,167.0,1
T0010090,C005097,E00878,Performance,Medium,Closed,2022-12-09 12:10:23,2022-12-11 07:10:23,43.0,2
T0010091,C005098,E00288,Technical,Low,Open,2021-10-18 03:41:03,2021-10-27 15:41:03,228.0,2
T0010092,C005099,E00987,Technical,Critical,Open,2022-12-07 22:41:19,2022-12-14 18:41:19,164.0,4
T0010093,C005100,E00267,Bug Report,High,Closed,2025-06-12 11:21:43,2025-06-20 13:21:43,194.0,2
T0010094,C005100,E01148,Technical,Medium,Resolved,2025-08-01 12:04:15,2025-08-11 07:04:15,235.0,4
T0010095,C005100,E00492,Performance,Medium,Resolved,2025-05-27 14:08:22,2025-06-02 12:08:22,142.0,1
T0010096,C005101,E01155,Technical,Low,Resolved,2023-04-19 21:04:05,2023-04-23 13:04:05,88.0,5
